age,gender,height_cm,weight_kg,activity_level,purpose,bmi,body_fat_pct,lean_body_mass_kg,bmr,tdee,height_m,weight_height_ratio,bmi_squared,bmi_category_numeric,fat_mass_kg,lean_mass_percentage,fat_free_mass_index,age_squared,age_group,metabolic_age_factor,activity_numeric,activity_multiplier,daily_energy_expenditure_per_kg,gender_weight_interaction,gender_height_interaction,purpose_numeric,calorie_adjustment_direction,calories_needed
47,Male,159.4,52.8,sedentary,muscle_gain,20.78,19.5,42.5,1292,1550,1.594,0.331242158,431.8084,1,10.296,80.49242424,16.72677812,2209,1,1.019570707,0,1.199690402,29.35606061,52.8,159.4,1,0,1910
49,Female,153.2,49.9,sedentary,weight_loss,21.26,31.4,34.2,1074,1289,1.532,0.325718016,451.9876,1,15.6686,68.53707415,14.57164477,2401,1,0.896793587,0,1.20018622,25.83166333,0,0,0,-1,1200
33,Female,167,53.1,lightly_active,weight_loss,19.04,25,39.8,1241,1706,1.67,0.317964072,362.5216,1,13.275,74.95291902,14.27085948,1089,1,0.973791588,1,1.374697824,32.12806026,0,0,0,-1,1415
31,Male,170.9,71.6,sedentary,weight_loss,24.51,20.3,57.1,1622,1946,1.709,0.418958455,600.7401,1,14.5348,79.74860335,19.55023503,961,1,0.943901304,0,1.199753391,27.17877095,71.6,170.9,0,-1,1650
30,Male,189.2,89.6,moderately_active,muscle_gain,25.03,20.7,71.1,1922,2979,1.892,0.473572939,626.5009,2,18.5472,79.35267857,19.86219936,900,1,0.893787202,2,1.549947971,33.24776786,89.6,189.2,1,0,3203
21,Male,178.7,72.2,sedentary,muscle_gain,22.61,15.8,60.8,1717,2060,1.787,0.404029099,511.2121,1,11.4076,84.21052632,19.03945332,441,0,0.99088181,0,1.199767036,28.53185596,72.2,178.7,1,0,2451
20,Male,169.8,45,lightly_active,weight_loss,15.61,7.1,41.8,1359,1869,1.698,0.265017668,243.6721,0,3.195,92.88888889,14.49776013,400,0,1.258333333,1,1.375275938,41.53333333,45,169.8,0,-1,1589
25,Male,168.9,50.7,lightly_active,maintain,17.77,10.9,45.2,1404,1930,1.689,0.30017762,315.7729,0,5.5263,89.15187377,15.84452177,625,0,1.153846154,1,1.374643875,38.06706114,50.7,168.9,1,0,1927
49,Male,171.1,76.6,sedentary,maintain,26.17,26.5,56.3,1592,1910,1.711,0.447691409,684.8689,2,20.299,73.49869452,19.23128818,2401,1,0.865970409,0,1.199748744,24.93472585,76.6,171.1,1,0,1937
34,Male,160.6,52.1,lightly_active,maintain,20.2,15.9,43.8,1342,1845,1.606,0.324408468,408.04,1,8.2839,84.06909789,16.9817729,1156,1,1.073256558,1,1.374813711,35.41266795,52.1,160.6,1,0,1884
43,Female,162.7,52.6,lightly_active,weight_loss,19.87,28.3,37.7,1174,1614,1.627,0.323294407,394.8169,1,14.8858,71.6730038,14.24184466,1849,1,0.929974651,1,1.374787053,30.68441065,0,0,0,-1,1338
16,Male,178.5,72.4,sedentary,weight_gain,22.72,14.7,61.8,1741,2089,1.785,0.405602241,516.1984,1,10.6428,85.35911602,19.39599369,256,0,1.001956722,0,1.199885123,28.85359116,72.4,178.5,2,1,2451
59,Female,154.1,48.7,very_active,muscle_gain,20.51,32.8,32.7,1027,1772,1.541,0.316028553,420.6601,1,15.9736,67.14579055,13.77027062,3481,2,0.878678987,3,1.725413827,36.38603696,0,0,1,0,2105
18,Male,163.9,45,lightly_active,maintain,16.75,8,41.4,1339,1841,1.639,0.274557657,280.5625,0,3.6,92,15.41141211,324,0,1.239814815,1,1.374906647,40.91111111,45,163.9,1,0,1824
20,Male,168.1,54.3,very_active,weight_gain,19.22,11.5,48.1,1463,2524,1.681,0.323022011,369.4084,1,6.2445,88.58195212,17.02196329,400,0,1.12262124,3,1.725222146,46.4825046,54.3,168.1,2,1,2926
41,Male,180.5,72.1,moderately_active,muscle_gain,22.13,19.8,57.8,1637,2537,1.805,0.399445983,489.7369,1,14.2758,80.16643551,17.74080923,1681,1,0.946024041,2,1.549786194,35.18723994,72.1,180.5,1,0,2893
16,Male,179.2,66.7,sedentary,muscle_gain,20.77,12.4,58.4,1680,2016,1.792,0.372209821,431.3929,1,8.2708,87.55622189,18.18598533,256,0,1.049475262,0,1.2,30.22488756,66.7,179.2,1,0,2365
55,Male,174.6,81,moderately_active,maintain,26.57,28.3,58.1,1629,2525,1.746,0.463917526,705.9649,2,22.923,71.72839506,19.05845336,3025,2,0.837962963,2,1.550030694,31.17283951,81,174.6,1,0,2467
22,Female,170.9,63.6,lightly_active,weight_loss,21.78,25.8,47.2,1416,1947,1.709,0.372147455,474.3684,1,16.4088,74.21383648,16.1606146,484,0,0.927672956,1,1.375,30.61320755,0,0,0,-1,1587
33,Female,150.9,50.2,moderately_active,maintain,22.05,28.7,35.8,1129,1750,1.509,0.332670643,486.2025,1,14.4074,71.31474104,15.72188253,1089,1,0.937084993,2,1.550044287,34.86055777,0,0,1,0,1792
35,Male,172.6,80.4,moderately_active,muscle_gain,26.99,24.2,60.9,1702,2638,1.726,0.465816918,728.4601,2,19.4568,75.74626866,20.44258018,1225,1,0.882048093,2,1.549941246,32.81094527,80.4,172.6,1,0,2845
35,Male,177.6,57.2,moderately_active,weight_loss,18.13,13.6,49.4,1482,2297,1.776,0.322072072,328.6969,0,7.7792,86.36363636,15.66177664,1225,1,1.079545455,2,1.549932524,40.15734266,57.2,177.6,0,-1,2009
20,Female,165.7,73.1,moderately_active,muscle_gain,26.62,31.1,50.4,1487,2305,1.657,0.441158721,708.6244,2,22.7341,68.94664843,18.35631576,400,0,0.847583219,2,1.550100874,31.53214774,0,0,1,0,2517
30,Male,179.2,89.7,sedentary,weight_loss,27.93,24.2,68,1859,2231,1.792,0.500558036,780.0849,2,21.7074,75.80824972,21.17546237,900,1,0.86352657,0,1.200107585,24.87179487,89.7,179.2,0,-1,1765
24,Female,165.3,57.7,extra_active,weight_loss,21.12,25.5,43,1317,2502,1.653,0.349062311,446.0544,1,14.7135,74.52339688,15.73702912,576,0,0.951039861,0,1.89977221,43.36221837,0,0,0,-1,2217
66,Female,167,62.2,lightly_active,weight_gain,22.3,36.5,39.5,1194,1642,1.67,0.37245509,497.29,1,22.703,63.50482315,14.16329019,4356,2,0.799839228,1,1.37520938,26.39871383,0,0,2,1,2005
32,Female,165.6,72,very_active,weight_loss,26.25,33.5,47.9,1422,2453,1.656,0.434782609,689.0625,2,24.12,66.52777778,17.46686037,1024,1,0.822916667,3,1.725035162,34.06944444,0,0,0,-1,1928
36,Male,166.5,61.7,sedentary,weight_loss,22.26,18.8,50.1,1470,1764,1.665,0.370570571,495.5076,1,11.5996,81.1993517,18.07212618,1296,1,0.992706645,0,1.2,28.58995138,61.7,166.5,0,-1,1474
21,Male,171,69.3,lightly_active,maintain,23.7,17.1,57.4,1641,2256,1.71,0.405263158,561.69,1,11.8503,82.82828283,19.62997162,441,0,0.986652237,1,1.374771481,32.55411255,69.3,171,1,0,2245
40,Male,163,65.3,extra_active,weight_loss,24.58,22.5,50.6,1471,2795,1.63,0.400613497,604.1764,1,14.6925,77.48851455,19.0447514,1600,1,0.938616641,0,1.900067981,42.80245023,65.3,163,0,-1,2457
32,Female,167,65.3,very_active,weight_gain,23.41,30.1,45.6,1367,2358,1.67,0.391017964,548.0281,1,19.6553,69.83154671,16.35053247,1024,1,0.872256253,3,1.724945135,36.11026034,0,0,2,1,2699
29,Female,168.2,51.5,moderately_active,muscle_gain,18.2,23.1,39.6,1246,1931,1.682,0.306183115,331.24,0,11.8965,76.89320388,13.99726558,841,0,1.008090615,2,1.54975923,37.49514563,0,0,1,0,2410
30,Female,153.7,55.4,sedentary,maintain,23.45,29.6,39,1207,1448,1.537,0.36044242,549.9025,1,16.3984,70.39711191,16.50885192,900,1,0.907791817,0,1.1996686,26.13718412,0,0,1,0,1424
34,Female,158.7,47.5,moderately_active,weight_gain,18.86,25.1,35.6,1137,1762,1.587,0.299306868,355.6996,1,11.9225,74.94736842,14.13501079,1156,1,0.997368421,2,1.549692172,37.09473684,0,0,2,1,2218
28,Female,150.5,43.7,sedentary,weight_loss,19.29,24.2,33.1,1080,1296,1.505,0.290365449,372.1041,1,10.5754,75.74370709,14.61352524,784,0,1.029748284,0,1.2,29.65675057,0,0,0,-1,1200
50,Female,160.3,67.1,moderately_active,weight_gain,26.11,37.4,42,1268,1965,1.603,0.418590143,681.7321,2,25.0954,62.59314456,16.34489917,2500,1,0.787382017,2,1.549684543,29.28464978,0,0,2,1,2351
52,Female,155.8,51.4,extra_active,weight_loss,21.18,32,35,1090,2071,1.558,0.329910141,448.5924,1,16.448,68.09338521,14.41893346,2704,2,0.883592737,0,1.9,40.29182879,0,0,0,-1,1792
28,Female,154,45.7,lightly_active,maintain,19.27,24.2,34.6,1118,1537,1.54,0.296753247,371.3329,1,11.0594,75.71115974,14.5893068,784,0,1.019328957,1,1.374776386,33.63238512,0,0,1,0,1530
42,Female,160.9,59.9,lightly_active,weight_gain,23.14,32,40.7,1240,1705,1.609,0.37228092,535.4596,1,19.168,67.94657763,15.72107795,1764,1,0.862548692,1,1.375,28.46410684,0,0,2,1,2094
28,Male,186.2,92,lightly_active,muscle_gain,26.54,22.1,71.7,1937,2663,1.862,0.494092374,704.3716,2,20.332,77.93478261,20.68044132,784,0,0.877264493,1,1.374806402,28.94565217,92,186.2,1,0,2893
18,Female,165.8,80.7,sedentary,weight_gain,29.36,34,53.3,1564,1877,1.658,0.486731001,862.0096,2,27.438,66.04708798,19.38912259,324,0,0.807517555,0,1.200127877,23.25898389,0,0,2,1,2232
50,Male,172.4,82.8,extra_active,weight_loss,27.86,28.7,59,1654,3143,1.724,0.480278422,776.1796,2,23.7636,71.25603865,19.850776,2500,1,0.832326892,0,1.900241838,37.9589372,82.8,172.4,0,-1,2652
41,Male,173.7,82.1,lightly_active,weight_loss,27.21,25.9,60.8,1697,2333,1.737,0.472654001,740.3841,2,21.2639,74.05602923,20.15134054,1681,1,0.861246447,1,1.374779022,28.41656516,82.1,173.7,0,-1,1802
18,Female,172.3,63.6,extra_active,maintain,21.42,24.4,48.1,1441,2738,1.723,0.369123622,458.8164,1,15.5184,75.62893082,16.20221987,324,0,0.944051363,0,1.900069396,43.05031447,0,0,1,0,2760
38,Female,168.6,86,moderately_active,muscle_gain,30.25,39.6,51.9,1534,2378,1.686,0.510083037,915.0625,3,34.056,60.34883721,18.25795857,1444,1,0.743217054,2,1.550195567,27.65116279,0,0,1,0,2506
45,Female,159.1,59,sedentary,weight_loss,23.31,32.9,39.6,1209,1451,1.591,0.370835952,543.3561,1,19.411,67.11864407,15.64425285,2025,1,0.853813559,0,1.200165426,24.59322034,0,0,0,-1,1200
33,Male,177.3,71.8,moderately_active,muscle_gain,22.84,18.8,58.3,1651,2559,1.773,0.404963339,521.6656,1,13.4984,81.19777159,18.54603536,1089,1,0.958101207,2,1.549969715,35.64066852,71.8,177.3,1,0,2911
64,Female,153.3,59.4,sedentary,weight_loss,25.28,39.7,35.8,1100,1320,1.533,0.387475538,639.0784,2,23.5818,60.26936027,15.23346563,4096,2,0.771604938,0,1.2,22.22222222,0,0,0,-1,1200
18,Male,174.2,70.9,sedentary,weight_loss,23.36,16,59.6,1691,2029,1.742,0.407003444,545.6896,1,11.344,84.06205924,19.64038326,324,0,0.993770569,0,1.199881727,28.61777151,70.9,174.2,0,-1,1724
18,Female,165.6,47.1,sedentary,maintain,17.18,19.4,38,1229,1475,1.656,0.28442029,295.1524,0,9.1374,80.67940552,13.85679946,324,0,1.087225761,0,1.200162734,31.3163482,0,0,1,0,1486
34,Male,180.6,68,sedentary,muscle_gain,20.85,16.6,56.7,1624,1949,1.806,0.376522702,434.7225,1,11.288,83.38235294,17.38391408,1156,1,0.995098039,0,1.200123153,28.66176471,68,180.6,1,0,2315
25,Female,157.2,56.6,moderately_active,muscle_gain,22.9,27.8,40.9,1259,1951,1.572,0.360050891,524.41,1,15.7348,72.2614841,16.5507708,625,0,0.926825677,2,1.549642573,34.46996466,0,0,1,0,2256
34,Female,167,54.1,sedentary,maintain,19.4,25.7,40.2,1248,1498,1.67,0.323952096,376.36,1,13.9037,74.30683919,14.4142852,1156,1,0.961182994,0,1.200320513,27.68946396,0,0,1,0,1510
38,Male,175,77.7,moderately_active,weight_gain,25.37,23,59.8,1676,2598,1.75,0.444,643.6369,2,17.871,76.96267696,19.52653061,1444,1,0.898755899,2,1.550119332,33.43629344,77.7,175,2,1,2926
20,Female,159.3,54.9,lightly_active,weight_loss,21.63,25.2,41.1,1273,1750,1.593,0.344632768,467.8569,1,13.8348,74.86338798,16.19609331,400,0,0.966150577,1,1.37470542,31.87613843,0,0,0,-1,1418
43,Female,172.5,74.9,very_active,muscle_gain,25.17,34.7,48.9,1441,2486,1.725,0.434202899,633.5289,2,25.9903,65.2870494,16.43352237,1849,1,0.801624388,3,1.72519084,33.19092123,0,0,1,0,2734
26,Male,171.7,65.3,lightly_active,maintain,22.15,16.4,54.6,1580,2172,1.717,0.380314502,490.6225,1,10.7092,83.61408882,18.52047208,676,0,1.008167432,1,1.374683544,33.2618683,65.3,171.7,1,0,2147
52,Male,166.5,72.1,lightly_active,muscle_gain,26.01,27,52.6,1506,2071,1.665,0.433033033,676.5201,2,19.467,72.95423024,18.97392888,2704,2,0.870319001,1,1.375166003,28.72399445,72.1,166.5,1,0,2319
24,Male,169.6,46.6,sedentary,maintain,16.2,8.8,42.5,1362,1634,1.696,0.274764151,262.44,0,4.1008,91.20171674,14.77533152,576,0,1.217811159,0,1.199706314,35.06437768,46.6,169.6,1,0,1614
62,Male,176.9,61,moderately_active,weight_loss,19.49,21.4,47.9,1408,2182,1.769,0.344827586,379.8601,1,13.054,78.52459016,15.30663928,3844,2,0.961748634,2,1.549715909,35.7704918,61,176.9,0,-1,1888
25,Female,155.1,44.5,extra_active,muscle_gain,18.5,22.5,34.5,1123,2134,1.551,0.28691167,342.25,1,10.0125,77.52808989,14.34153045,625,0,1.051498127,0,1.900267142,47.95505618,0,0,1,0,2654
18,Female,166,62,sedentary,weight_gain,22.5,25.7,46.1,1390,1668,1.66,0.373493976,506.25,1,15.934,74.35483871,16.72956888,324,0,0.934139785,0,1.2,26.90322581,0,0,2,1,2046
56,Male,167.6,61,moderately_active,weight_loss,21.72,22.7,47.2,1385,2147,1.676,0.363961814,471.7584,1,13.847,77.37704918,16.80327635,3136,2,0.946038251,2,1.550180505,35.19672131,61,167.6,0,-1,1827
24,Male,173.5,75,moderately_active,weight_loss,24.92,19.2,60.6,1703,2640,1.735,0.432276657,621.0064,1,14.4,80.8,20.13138553,576,0,0.946111111,2,1.55020552,35.2,75,173.5,0,-1,2330
42,Female,174.3,71.2,lightly_active,weight_gain,23.44,32.4,48.1,1422,1955,1.743,0.408491107,549.4336,1,23.0688,67.55617978,15.83252936,1764,1,0.832162921,1,1.374824191,27.45786517,0,0,2,1,2278
33,Male,168.3,60.6,lightly_active,muscle_gain,21.39,17.1,50.2,1480,2035,1.683,0.360071301,457.5321,1,10.3626,82.83828383,17.72292849,1089,1,1.01760176,1,1.375,33.58085809,60.6,168.3,1,0,2369
19,Male,160.9,60.5,sedentary,weight_gain,23.37,16.2,50.7,1498,1798,1.609,0.376009944,546.1569,1,9.801,83.80165289,19.58375066,361,0,1.031680441,0,1.200267023,29.71900826,60.5,160.9,2,1,2128
65,Male,180.6,76.1,very_active,muscle_gain,23.33,26.7,55.8,1572,2712,1.806,0.4213732,544.2889,1,20.3187,73.32457293,17.10797894,4225,2,0.860709593,3,1.72519084,35.63731932,76.1,180.6,1,0,3071
39,Female,152.6,54.9,lightly_active,muscle_gain,23.58,31.9,37.4,1159,1594,1.526,0.359764089,556.0164,1,17.5131,68.12386157,16.06062844,1521,1,0.87962963,1,1.375323555,29.03460838,0,0,1,0,1940
32,Female,156.1,48.8,lightly_active,maintain,20.03,26,36.1,1145,1574,1.561,0.312620115,401.2009,1,12.688,73.97540984,14.81499113,1024,1,0.977629781,1,1.374672489,32.25409836,0,0,1,0,1573
18,Female,165.4,62.4,very_active,weight_loss,22.81,26.1,46.1,1390,2398,1.654,0.377267231,520.2961,1,16.2864,73.87820513,16.85116438,324,0,0.928151709,3,1.725179856,38.42948718,0,0,0,-1,2020
19,Male,178.5,85.3,sedentary,maintain,26.77,20.3,68,1863,2236,1.785,0.477871148,716.6329,2,17.3159,79.71864009,21.34187008,361,0,0.910023447,0,1.200214707,26.2133646,85.3,178.5,1,0,2257
27,Female,146.8,38,moderately_active,weight_loss,17.63,22,29.6,1005,1558,1.468,0.258855586,310.8169,0,8.36,77.89473684,13.73534587,729,0,1.101973684,2,1.550248756,41,0,0,0,-1,1244
34,Female,158.9,49.3,sedentary,maintain,19.53,25.9,36.5,1156,1387,1.589,0.310258024,381.4209,1,12.7687,74.03651116,14.45589783,1156,1,0.977011494,0,1.19982699,28.13387424,0,0,1,0,1302
35,Female,166.1,54.8,moderately_active,weight_loss,19.86,26.5,40.3,1246,1931,1.661,0.329921734,394.4196,1,14.522,73.54014599,14.60715983,1225,1,0.947384428,2,1.54975923,35.23722628,0,0,0,-1,1655
36,Male,187.2,83.9,moderately_active,weight_gain,23.94,20.8,66.4,1822,2824,1.872,0.448183761,573.1236,1,17.4512,79.14183552,18.94769523,1296,1,0.90484704,2,1.549945115,33.659118,83.9,187.2,2,1,3196
20,Female,153.6,58.3,lightly_active,weight_loss,24.71,28.9,41.5,1276,1754,1.536,0.379557292,610.5841,1,16.8487,71.18353345,17.58999295,400,0,0.911949686,1,1.37460815,30.08576329,0,0,0,-1,1336
39,Female,167.4,46.6,lightly_active,maintain,16.63,23.5,35.6,1149,1580,1.674,0.278375149,276.5569,0,10.951,76.39484979,12.70395921,1521,1,1.027360515,1,1.37510879,33.9055794,0,0,1,0,1587
34,Male,169.7,64.6,lightly_active,weight_gain,22.43,18.5,52.6,1527,2100,1.697,0.380671774,503.1049,1,11.951,81.42414861,18.26510022,1156,1,0.984907121,1,1.37524558,32.50773994,64.6,169.7,2,1,2491
65,Male,178.5,79.2,very_active,muscle_gain,24.86,28.6,56.5,1589,2741,1.785,0.443697479,618.0196,1,22.6512,71.33838384,17.73258323,4225,2,0.835963805,3,1.724984267,34.60858586,79.2,178.5,1,0,3033
37,Female,154.8,61.1,sedentary,maintain,25.5,33.7,40.5,1237,1484,1.548,0.394702842,650.25,2,20.5907,66.28477905,16.90102758,1369,1,0.843562466,0,1.199676637,24.28805237,0,0,1,0,1456
25,Female,159.6,46.7,very_active,weight_gain,18.33,22.3,36.3,1169,2017,1.596,0.292606516,335.9889,0,10.4141,77.73019272,14.2508527,625,0,1.043004996,3,1.72540633,43.19057816,0,0,2,1,2558
48,Female,163.3,67.1,lightly_active,muscle_gain,25.16,35.8,43.1,1295,1781,1.633,0.410900184,633.0256,2,24.0218,64.23248882,16.16236464,2304,1,0.804148038,1,1.375289575,26.54247392,0,0,1,0,1987
37,Female,166.7,64.1,lightly_active,weight_loss,23.07,30.8,44.4,1334,1834,1.667,0.384523095,532.2249,1,19.7428,69.26677067,15.97760832,1369,1,0.867134685,1,1.374812594,28.61154446,0,0,0,-1,1422
68,Female,162.3,78.6,moderately_active,muscle_gain,29.84,46,42.4,1294,2006,1.623,0.484288355,890.4256,2,36.156,53.94402036,16.09640226,4624,2,0.68596268,2,1.550231839,25.5216285,0,0,1,0,2140
55,Male,170.5,92.7,sedentary,weight_loss,31.89,34.7,60.5,1704,2045,1.705,0.543695015,1016.9721,3,32.1669,65.26429342,20.81165453,3025,2,0.765911543,0,1.200117371,22.06040992,92.7,170.5,0,-1,1381
26,Male,170.7,73.7,lightly_active,muscle_gain,25.29,20.1,58.9,1664,2288,1.707,0.431751611,639.5841,2,14.8137,79.91858887,20.21381341,676,0,0.940750791,1,1.375,31.04477612,73.7,170.7,1,0,2564
23,Female,171.7,61,moderately_active,weight_loss,20.69,24.7,45.9,1389,2153,1.717,0.355270821,428.0761,1,15.067,75.24590164,15.56940784,529,0,0.948770492,2,1.550035997,35.29508197,0,0,0,-1,1889
32,Male,175.8,75.7,lightly_active,weight_loss,24.49,20.5,60.2,1689,2322,1.758,0.430602958,599.7601,1,15.5185,79.52443857,19.47864532,1024,1,0.929656539,1,1.374777975,30.67371202,75.7,175.8,0,-1,2053
29,Male,170.9,72.3,lightly_active,weight_loss,24.75,20.2,57.7,1637,2251,1.709,0.423054418,612.5625,1,14.6046,79.80636238,19.75566657,841,0,0.9434071,1,1.375076359,31.13416321,72.3,170.9,0,-1,1975
36,Female,164.2,64.2,moderately_active,maintain,23.81,31.5,44,1325,2054,1.642,0.390986602,566.9161,1,20.223,68.53582555,16.31948205,1296,1,0.859942887,2,1.550188679,31.99376947,0,0,1,0,2011
43,Female,164.7,64.6,moderately_active,weight_loss,23.81,33.1,43.2,1301,2017,1.647,0.392228294,566.9161,1,21.3826,66.87306502,15.92562732,1849,1,0.839138287,2,1.550345888,31.22291022,0,0,0,-1,1664
18,Male,165.2,66.7,lightly_active,weight_loss,24.44,17.3,55.2,1594,2192,1.652,0.403753027,597.3136,1,11.5391,82.75862069,20.22641863,324,0,0.995752124,1,1.375156838,32.86356822,66.7,165.2,0,-1,1893
47,Male,177.2,85.1,moderately_active,maintain,27.1,27.1,62,1721,2668,1.772,0.480248307,734.41,2,23.0621,72.85546416,19.74532354,2209,1,0.842636114,2,1.550261476,31.35135135,85.1,177.2,1,0,2679
22,Male,164.2,82.6,very_active,weight_loss,30.64,25.6,61.5,1728,2981,1.642,0.503045067,938.8096,3,21.1456,74.45520581,22.81018514,484,0,0.871670702,3,1.725115741,36.08958838,82.6,164.2,0,-1,2407
38,Male,169.8,49.1,sedentary,weight_loss,17.03,13,42.7,1337,1604,1.698,0.289163722,290.0209,0,6.383,86.96537678,14.80991286,1444,1,1.134589274,0,1.199700823,32.66802444,49.1,169.8,0,-1,1317
33,Female,155.1,64.5,very_active,muscle_gain,26.81,34.4,42.3,1286,2218,1.551,0.415860735,718.7761,2,22.188,65.58139535,17.58396343,1089,1,0.830749354,3,1.724727838,34.3875969,0,0,1,0,2509
27,Male,173.2,69.3,sedentary,weight_gain,23.1,17.7,57,1628,1954,1.732,0.400115473,533.61,1,12.2661,82.25108225,19.00111473,729,0,0.978835979,0,1.2002457,28.1962482,69.3,173.2,2,1,2286
30,Female,158.4,47.5,lightly_active,maintain,18.93,24.2,36,1151,1583,1.584,0.299873737,358.3449,1,11.495,75.78947368,14.34802571,900,1,1.009649123,1,1.375325804,33.32631579,0,0,1,0,1619
46,Female,159.8,45.7,very_active,muscle_gain,17.9,26.7,33.5,1076,1856,1.598,0.285982478,320.41,0,12.2019,73.30415755,13.11871379,2116,1,0.98103574,3,1.724907063,40.61269147,0,0,1,0,2319
36,Female,149.6,52.4,sedentary,muscle_gain,23.41,31,36.2,1132,1358,1.496,0.35026738,548.0281,1,16.244,69.08396947,16.17504075,1296,1,0.900127226,0,1.199646643,25.91603053,0,0,1,0,1718
43,Male,173.5,71.3,moderately_active,muscle_gain,23.69,22.1,55.5,1580,2449,1.735,0.410951009,561.2161,1,15.7573,77.8401122,18.43716001,1849,1,0.923328658,2,1.55,34.34782609,71.3,173.5,1,0,2786
21,Male,166.8,51.8,sedentary,weight_loss,18.62,11,46.1,1423,1708,1.668,0.310551559,346.7044,1,5.698,88.996139,16.56947823,441,0,1.14462677,0,1.200281096,32.97297297,51.8,166.8,0,-1,1414
46,Male,188.8,83.7,lightly_active,maintain,23.48,22.6,64.8,1783,2452,1.888,0.443326271,551.3104,1,18.9162,77.41935484,18.17904338,2116,1,0.887594584,1,1.37521032,29.29510155,83.7,188.8,1,0,2483
63,Male,169.5,81.9,moderately_active,weight_loss,28.51,32.5,55.3,1567,2429,1.695,0.483185841,812.8201,2,26.6175,67.52136752,19.24800515,3969,2,0.797212047,2,1.550095724,29.65811966,81.9,169.5,0,-1,1955
16,Female,159.5,68.7,lightly_active,maintain,27,30.7,47.6,1425,1959,1.595,0.430721003,729,2,21.0909,69.286754,18.71050795,256,0,0.86426492,1,1.374736842,28.51528384,0,0,1,0,1959
38,Male,178.5,75.3,sedentary,maintain,23.63,20.9,59.6,1673,2008,1.785,0.421848739,558.3769,1,15.7377,79.1500664,18.70552142,1444,1,0.925741479,0,1.200239091,26.66666667,75.3,178.5,1,0,1978
37,Female,168.9,64.1,sedentary,weight_loss,22.47,30.1,44.8,1345,1614,1.689,0.379514506,504.9009,1,19.2941,69.89079563,15.70430477,1369,1,0.874284971,0,1.2,25.17940718,0,0,0,-1,1200
35,Male,166.3,70.3,lightly_active,muscle_gain,25.42,22.4,54.6,1563,2149,1.663,0.422730006,646.1764,2,15.7472,77.66714083,19.74277264,1225,1,0.926386913,1,1.374920026,30.56899004,70.3,166.3,1,0,2429
42,Male,177.7,85.8,sedentary,weight_loss,27.17,26.1,63.4,1754,2105,1.777,0.482836241,738.2089,2,22.3938,73.89277389,20.07772041,1764,1,0.851787102,0,1.200114025,24.53379953,85.8,177.7,0,-1,1608
31,Female,166.8,62.3,lightly_active,muscle_gain,22.39,28.6,44.5,1342,1845,1.668,0.373501199,501.3121,1,17.8178,71.42857143,15.99439873,961,1,0.897538791,1,1.374813711,29.61476726,0,0,1,0,2178
57,Female,161.3,63.6,very_active,weight_loss,24.44,37,40.1,1213,2092,1.613,0.394296342,597.3136,1,23.532,63.05031447,15.41259043,3249,2,0.794680294,3,1.724649629,32.89308176,0,0,0,-1,1668
47,Male,175.1,69,lightly_active,maintain,22.5,21.6,54.1,1548,2128,1.751,0.394060537,506.25,1,14.904,78.4057971,17.64513449,2209,1,0.934782609,1,1.374677003,30.84057971,69,175.1,1,0,2142
25,Female,157.9,52.2,sedentary,muscle_gain,20.94,25.5,38.9,1218,1462,1.579,0.33058898,438.4836,1,13.311,74.5210728,15.60218206,625,0,0.972222222,0,1.200328407,28.00766284,0,0,1,0,1857
68,Male,169.2,65.8,moderately_active,maintain,22.98,27,48,1391,2156,1.692,0.388888889,528.0804,1,17.766,72.94832827,16.76642691,4624,2,0.880825735,2,1.549964055,32.76595745,65.8,169.2,1,0,2150
29,Female,160.4,46.6,lightly_active,maintain,18.11,23,35.9,1156,1590,1.604,0.290523691,327.9721,0,10.718,77.03862661,13.95358238,841,0,1.033619456,1,1.375432526,34.12017167,0,0,1,0,1615
28,Male,171.2,54.4,sedentary,maintain,18.56,12.5,47.6,1447,1736,1.712,0.317757009,344.4736,1,6.8,87.5,16.24050135,784,0,1.108302696,0,1.199723566,31.91176471,54.4,171.2,1,0,1708
17,Female,166.3,51.7,moderately_active,weight_gain,18.69,20.9,40.9,1288,1996,1.663,0.310883945,349.3161,1,10.8053,79.11025145,14.78900002,289,0,1.038039974,2,1.549689441,38.6073501,0,0,2,1,2465
35,Female,155.8,45.2,very_active,weight_loss,18.62,25,33.9,1095,1889,1.558,0.290115533,346.7044,1,11.3,75,13.96576698,1225,1,1.009402655,3,1.725114155,41.7920354,0,0,0,-1,1627
19,Female,166.1,62,moderately_active,weight_loss,22.47,25.9,45.9,1386,2148,1.661,0.373269115,504.9009,1,16.058,74.03225806,16.63693886,361,0,0.931451613,2,1.54978355,34.64516129,0,0,0,-1,1730
19,Female,169,65.4,extra_active,muscle_gain,22.9,26.4,48.1,1436,2728,1.69,0.386982249,524.41,1,17.2656,73.54740061,16.84114702,361,0,0.914882773,0,1.899721448,41.71253823,0,0,1,0,3098
33,Male,176.4,67.2,sedentary,muscle_gain,21.6,17.3,55.6,1597,1916,1.764,0.380952381,466.56,1,11.6256,82.73809524,17.86806937,1089,1,0.990203373,0,1.19974953,28.51190476,67.2,176.4,1,0,2271
22,Female,150.3,41,lightly_active,weight_loss,18.15,21.4,32.2,1073,1475,1.503,0.272787758,329.4225,0,8.774,78.53658537,14.25403794,484,0,1.090447154,1,1.374650513,35.97560976,0,0,0,-1,1200
